transaction_id,customer_id,customer_segment,customer_age_days,successful_payments,failed_payments,historical_success_rate,customer_value,amount,payment_method,merchant_category,subscription_status,status,failure_reason,retry_count,transaction_timestamp,hour,day_of_week,recovery_probability,recovery_possible,recovery_action,revenue_at_risk,actual_recovery,high_value_customer,previous_recovery_success,response_code
TXN_00002751,CUST_000033,NEW,56,3,3,0.5,11187.64,23000.0,UPI,Financial Services,PAST_DUE,FAILED,AUTHENTICATION_FAILED,0,2026-01-04T22:30:13.960352,22,6,0.3538,0,PAYMENT_LINK,8136.93,0.0,0,0,AUTH_001
TXN_00007488,CUST_001319,STANDARD,373,24,0,1.0,6489.78,5908.41,CARD,Entertainment,CANCELLED,SUCCESS,,0,2026-04-09T10:38:13.960352,10,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005273,CUST_002005,STANDARD,551,32,0,1.0,17395.67,1033.07,UPI,Healthcare,PAST_DUE,SUCCESS,,0,2025-09-17T17:50:13.960352,17,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005654,CUST_002001,STANDARD,637,30,1,0.9677,37328.13,11904.26,UPI,Ecommerce,PAST_DUE,SUCCESS,,0,2026-01-30T19:17:13.960352,19,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004000,CUST_001312,NEW,27,3,1,0.75,8781.61,5317.08,WALLET,Financial Services,ACTIVE,SUCCESS,,0,2025-12-31T19:08:13.960352,19,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006034,CUST_000603,STANDARD,695,11,4,0.7333,22836.23,1428.98,CARD,Travel,ACTIVE,SUCCESS,,0,2026-03-09T20:44:13.960352,20,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000583,CUST_000006,LOYAL,509,69,5,0.9324,91365.04,7075.7,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-02-03T05:33:13.960352,5,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009931,CUST_001791,STANDARD,245,12,8,0.6,40021.31,1735.73,UPI,Financial Services,ACTIVE,SUCCESS,,0,2026-03-12T11:08:13.960352,11,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007052,CUST_002257,NEW,4,3,1,0.75,6966.6,5535.53,CARD,Ecommerce,TRIAL,SUCCESS,,0,2025-12-10T23:04:13.960352,23,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008159,CUST_001317,LOYAL,831,40,6,0.8696,104412.12,5754.54,CARD,Travel,PAST_DUE,FAILED,EXPIRED_CARD,0,2026-07-31T15:46:13.960352,15,4,0.5584,1,PAYMENT_LINK,3213.43,0.0,1,0,CARD_012
TXN_00009897,CUST_001692,LOYAL,852,76,10,0.8837,45910.41,2285.63,CARD,Entertainment,PAST_DUE,SUCCESS,,0,2026-08-11T22:26:13.960352,22,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002250,CUST_001461,HIGH_VALUE,1328,92,7,0.9293,297195.42,9582.87,CARD,Travel,TRIAL,SUCCESS,,0,2026-03-03T10:58:13.960352,10,1,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00004641,CUST_002401,NEW,62,1,1,0.5,6120.52,8558.5,CARD,Education,PAST_DUE,SUCCESS,,0,2025-10-06T12:25:13.960352,12,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009486,CUST_001864,STANDARD,203,18,2,0.9,33806.13,14185.38,CARD,Travel,ACTIVE,SUCCESS,,0,2026-05-09T00:12:13.960352,0,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004948,CUST_002204,STANDARD,321,22,2,0.9167,41259.93,896.64,UPI,Healthcare,ACTIVE,SUCCESS,,0,2026-07-27T10:14:13.960352,10,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009921,CUST_002430,STANDARD,365,25,6,0.8065,13666.36,1235.1,WALLET,SaaS,ACTIVE,SUCCESS,,0,2025-09-24T07:43:13.960352,7,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001964,CUST_001814,STANDARD,285,14,0,1.0,17929.82,7168.68,NETBANKING,Entertainment,TRIAL,SUCCESS,,0,2026-02-14T02:11:13.960352,2,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008244,CUST_000256,STANDARD,336,35,8,0.814,19902.26,14846.53,CARD,Healthcare,TRIAL,FAILED,LIMIT_EXCEEDED,0,2026-03-11T17:18:13.960352,17,2,0.4024,0,PAYMENT_LINK,5974.29,14712.53,0,0,BANK_121
TXN_00006591,CUST_002390,STANDARD,108,9,3,0.75,48599.85,2902.78,CARD,Travel,TRIAL,SUCCESS,,0,2026-07-18T02:57:13.960352,2,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008848,CUST_000393,STANDARD,304,31,0,1.0,35201.45,4136.21,NETBANKING,Ecommerce,TRIAL,SUCCESS,,0,2026-07-01T00:34:13.960352,0,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000322,CUST_002119,LOYAL,481,96,6,0.9412,107566.29,6801.61,UPI,Entertainment,ACTIVE,FAILED,LIMIT_EXCEEDED,3,2026-09-02T13:38:13.960352,13,2,0.3761,0,PAYMENT_LINK,2557.84,0.0,1,0,BANK_121
TXN_00002679,CUST_001401,NEW,23,3,2,0.6,5626.3,4024.32,CARD,Financial Services,ACTIVE,SUCCESS,,0,2025-11-23T01:04:13.960352,1,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004626,CUST_001623,NEW,36,4,3,0.5714,2971.92,13692.39,UPI,Travel,ACTIVE,SUCCESS,,0,2026-04-10T04:40:13.960352,4,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004950,CUST_000335,STANDARD,706,15,5,0.75,12365.68,5745.82,NETBANKING,Ecommerce,ACTIVE,SUCCESS,,0,2026-02-05T17:49:13.960352,17,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008329,CUST_001458,STANDARD,689,9,8,0.5294,15091.02,3863.53,EMANDATE,Financial Services,PAST_DUE,SUCCESS,,0,2025-11-19T13:48:13.960352,13,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003338,CUST_002429,HIGH_VALUE,1090,111,11,0.9098,138406.4,3113.75,UPI,Financial Services,ACTIVE,SUCCESS,,0,2025-10-24T11:26:13.960352,11,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00005590,CUST_002284,LOYAL,790,26,2,0.9286,43532.02,18349.18,UPI,SaaS,ACTIVE,SUCCESS,,0,2025-09-20T10:31:13.960352,10,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000252,CUST_000199,NEW,81,3,0,1.0,2301.44,9544.83,NETBANKING,Healthcare,ACTIVE,SUCCESS,,0,2026-07-13T21:45:13.960352,21,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003974,CUST_001037,STANDARD,640,30,7,0.8108,40992.87,3987.95,NETBANKING,Healthcare,ACTIVE,SUCCESS,,0,2026-04-19T19:25:13.960352,19,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006631,CUST_002210,LOYAL,1782,58,2,0.9667,42626.96,701.66,UPI,Ecommerce,ACTIVE,SUCCESS,,0,2026-04-13T18:18:13.960352,18,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005548,CUST_000529,STANDARD,251,34,1,0.9714,40706.71,5957.62,CARD,Financial Services,TRIAL,FAILED,BANK_DECLINE,0,2026-05-04T11:19:13.960352,11,0,0.5149,1,SMART_RETRY,3067.62,5404.84,0,0,BANK_051
TXN_00000036,CUST_002444,STANDARD,412,30,8,0.7895,10204.06,1010.41,WALLET,Ecommerce,ACTIVE,SUCCESS,,0,2026-07-19T22:04:13.960352,22,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008363,CUST_000562,STANDARD,310,25,6,0.8065,10547.89,907.02,CARD,Financial Services,ACTIVE,SUCCESS,,0,2025-10-10T02:49:13.960352,2,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001514,CUST_000151,NEW,76,0,1,0.0,2061.28,512.93,UPI,Ecommerce,PAST_DUE,SUCCESS,,0,2026-03-30T02:01:13.960352,2,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009318,CUST_000710,STANDARD,636,24,8,0.75,20942.91,1277.77,EMANDATE,Entertainment,ACTIVE,SUCCESS,,0,2026-07-19T10:29:13.960352,10,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000040,CUST_001812,LOYAL,1411,80,2,0.9756,107356.34,4476.98,CARD,Entertainment,TRIAL,SUCCESS,,0,2026-05-07T11:15:13.960352,11,3,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00004820,CUST_001479,LOYAL,373,97,2,0.9798,57736.28,2714.92,UPI,Healthcare,ACTIVE,SUCCESS,,0,2025-10-17T05:05:13.960352,5,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003466,CUST_000687,LOYAL,1471,91,7,0.9286,36396.36,894.66,UPI,Financial Services,ACTIVE,SUCCESS,,0,2025-12-30T10:07:13.960352,10,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001761,CUST_000444,STANDARD,660,26,1,0.963,39317.25,20372.94,EMANDATE,Entertainment,ACTIVE,SUCCESS,,0,2025-11-05T21:01:13.960352,21,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002305,CUST_000853,STANDARD,342,15,2,0.8824,18254.45,29597.67,CARD,Ecommerce,TRIAL,SUCCESS,,0,2025-12-10T16:52:13.960352,16,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003724,CUST_001951,STANDARD,461,35,1,0.9722,25340.24,557.97,UPI,SaaS,CANCELLED,SUCCESS,,0,2025-12-09T15:54:13.960352,15,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008285,CUST_001518,HIGH_VALUE,753,102,11,0.9027,433577.37,1268.66,UPI,Ecommerce,PAST_DUE,SUCCESS,,0,2025-12-24T22:55:13.960352,22,2,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00004994,CUST_001018,STANDARD,603,31,0,1.0,20050.98,6601.88,UPI,Ecommerce,ACTIVE,SUCCESS,,0,2026-07-21T04:34:13.960352,4,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008128,CUST_001886,STANDARD,324,17,0,1.0,34701.49,1347.74,UPI,SaaS,ACTIVE,SUCCESS,,0,2025-11-01T16:08:13.960352,16,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003033,CUST_000629,STANDARD,535,27,0,1.0,48380.8,5861.64,NETBANKING,Education,PAST_DUE,FAILED,GATEWAY_TIMEOUT,3,2026-01-07T16:50:13.960352,16,2,0.4512,0,CUSTOMER_NOTIFICATION,2644.61,0.0,0,0,NET_504
TXN_00007939,CUST_002243,STANDARD,384,18,0,1.0,49312.25,17504.81,UPI,Travel,PAST_DUE,SUCCESS,,0,2025-09-29T02:46:13.960352,2,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003040,CUST_001002,STANDARD,435,33,4,0.8919,24798.87,2930.88,UPI,Healthcare,PAST_DUE,SUCCESS,,0,2025-10-02T02:48:13.960352,2,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009656,CUST_000586,NEW,73,0,1,0.0,6881.44,14331.44,CARD,Education,ACTIVE,FAILED,AUTHENTICATION_FAILED,0,2026-01-17T02:38:13.960352,2,5,0.097,0,ESCALATE,1390.59,0.0,0,0,AUTH_001
TXN_00002546,CUST_002401,NEW,62,1,1,0.5,6120.52,5736.52,UPI,Ecommerce,ACTIVE,SUCCESS,,0,2026-07-20T08:35:13.960352,8,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002593,CUST_001312,NEW,27,3,1,0.75,8781.61,3480.86,UPI,Ecommerce,ACTIVE,SUCCESS,,0,2026-08-02T02:06:13.960352,2,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001189,CUST_001841,STANDARD,272,28,4,0.875,5150.18,6487.0,NETBANKING,Financial Services,ACTIVE,SUCCESS,,0,2026-01-08T20:03:13.960352,20,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007967,CUST_000921,NEW,42,1,0,1.0,9365.1,10740.34,CARD,SaaS,ACTIVE,SUCCESS,,0,2025-12-13T04:51:13.960352,4,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006078,CUST_001973,HIGH_VALUE,343,48,11,0.8136,392517.27,1421.97,UPI,Entertainment,TRIAL,SUCCESS,,0,2026-03-08T05:22:13.960352,5,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00000108,CUST_001096,NEW,35,5,2,0.7143,13862.29,4373.45,CARD,Ecommerce,PAST_DUE,SUCCESS,,0,2026-06-24T05:37:13.960352,5,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001316,CUST_000824,STANDARD,229,31,3,0.9118,18183.16,918.34,UPI,Healthcare,ACTIVE,SUCCESS,,0,2025-11-04T09:16:13.960352,9,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008188,CUST_001187,LOYAL,668,36,5,0.878,35318.14,7071.49,CARD,SaaS,ACTIVE,SUCCESS,,0,2026-02-19T05:26:13.960352,5,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002754,CUST_000580,HIGH_VALUE,815,113,11,0.9113,364854.06,3107.64,UPI,Education,ACTIVE,SUCCESS,,0,2026-04-08T08:28:13.960352,8,2,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00009754,CUST_002085,NEW,2,1,0,1.0,7340.59,5184.41,UPI,Ecommerce,PAST_DUE,SUCCESS,,0,2026-03-27T20:51:13.960352,20,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006232,CUST_001851,NEW,65,0,1,0.0,11791.6,2485.55,WALLET,Entertainment,PAST_DUE,SUCCESS,,0,2026-01-05T06:18:13.960352,6,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002877,CUST_000553,NEW,59,0,2,0.0,3423.07,1361.94,CARD,SaaS,ACTIVE,FAILED,LIMIT_EXCEEDED,0,2026-06-30T09:02:13.960352,9,1,0.2233,0,ESCALATE,304.1,0.0,0,0,BANK_121
TXN_00005324,CUST_002219,STANDARD,246,9,6,0.6,13742.78,4540.62,NETBANKING,Education,PAST_DUE,SUCCESS,,0,2025-11-30T04:29:13.960352,4,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000800,CUST_000392,STANDARD,135,18,2,0.9,17319.93,3756.5,UPI,Education,TRIAL,SUCCESS,,0,2025-10-23T23:51:13.960352,23,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003571,CUST_001920,NEW,46,0,3,0.0,1975.31,2664.16,EMANDATE,Entertainment,PAST_DUE,SUCCESS,,0,2026-03-26T12:44:13.960352,12,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002895,CUST_001927,HIGH_VALUE,523,60,0,1.0,423091.49,6208.55,UPI,Travel,TRIAL,SUCCESS,,0,2026-05-09T06:42:13.960352,6,5,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00002928,CUST_000850,HIGH_VALUE,420,53,9,0.8548,378086.36,4561.69,EMANDATE,Education,TRIAL,SUCCESS,,0,2026-07-19T02:29:13.960352,2,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00008179,CUST_000564,HIGH_VALUE,582,40,7,0.8511,400286.01,8061.73,EMANDATE,Travel,PAST_DUE,SUCCESS,,0,2026-01-17T17:52:13.960352,17,5,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00000972,CUST_000909,NEW,46,5,2,0.7143,8441.51,1780.94,CARD,Travel,PAST_DUE,SUCCESS,,0,2026-06-07T17:18:13.960352,17,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00006688,CUST_002050,STANDARD,236,26,8,0.7647,49338.89,1377.93,CARD,Healthcare,ACTIVE,SUCCESS,,0,2026-01-21T19:03:13.960352,19,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008576,CUST_000380,STANDARD,678,11,1,0.9167,10300.9,5575.38,NETBANKING,Travel,ACTIVE,FAILED,GATEWAY_TIMEOUT,2,2026-06-03T14:29:13.960352,14,2,0.4646,0,CUSTOMER_NOTIFICATION,2590.37,0.0,0,0,NET_504
TXN_00002021,CUST_000547,HIGH_VALUE,620,114,7,0.9421,223930.11,3877.44,UPI,Ecommerce,TRIAL,SUCCESS,,0,2026-02-22T14:53:13.960352,14,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00009055,CUST_002381,LOYAL,667,39,4,0.907,132667.55,583.03,CARD,Healthcare,ACTIVE,SUCCESS,,0,2026-05-31T02:31:13.960352,2,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00000953,CUST_001558,NEW,33,3,1,0.75,3479.68,978.37,CARD,Financial Services,ACTIVE,FAILED,INSUFFICIENT_FUNDS,0,2026-07-15T14:07:13.960352,14,2,0.624,1,CUSTOMER_NOTIFICATION,610.53,0.0,0,0,BANK_116
TXN_00005360,CUST_000393,STANDARD,304,31,0,1.0,35201.45,2728.24,CARD,Ecommerce,CANCELLED,SUCCESS,,0,2026-08-17T07:45:13.960352,7,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003858,CUST_001002,STANDARD,435,33,4,0.8919,24798.87,6774.47,CARD,Education,PAST_DUE,SUCCESS,,0,2026-05-02T03:09:13.960352,3,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005862,CUST_002070,STANDARD,701,5,1,0.8333,21608.64,13219.28,CARD,Entertainment,CANCELLED,SUCCESS,,0,2026-05-31T00:50:13.960352,0,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003146,CUST_000701,STANDARD,341,13,7,0.65,22075.49,5964.3,CARD,Entertainment,TRIAL,SUCCESS,,0,2026-03-08T12:30:13.960352,12,6,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003306,CUST_000599,STANDARD,553,20,1,0.9524,8307.07,11097.1,UPI,Ecommerce,CANCELLED,SUCCESS,,0,2026-08-03T11:27:13.960352,11,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003007,CUST_001358,LOYAL,465,80,4,0.9524,137128.92,6065.29,UPI,Ecommerce,TRIAL,SUCCESS,,0,2026-06-19T04:19:13.960352,4,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00009002,CUST_001962,HIGH_VALUE,1691,78,9,0.8966,105052.14,11238.31,CARD,SaaS,ACTIVE,SUCCESS,,0,2026-01-09T20:49:13.960352,20,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00007771,CUST_001621,STANDARD,708,18,3,0.8571,42520.25,9282.73,UPI,Financial Services,ACTIVE,FAILED,AUTHENTICATION_FAILED,1,2026-05-03T00:40:13.960352,0,6,0.3808,0,PAYMENT_LINK,3534.69,0.0,0,0,AUTH_001
TXN_00007439,CUST_002127,LOYAL,458,24,0,1.0,140096.86,742.84,EMANDATE,SaaS,PAST_DUE,SUCCESS,,0,2025-11-02T20:10:13.960352,20,6,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00007943,CUST_001457,STANDARD,429,6,8,0.4286,16766.75,799.41,EMANDATE,Travel,ACTIVE,SUCCESS,,0,2026-07-14T01:44:13.960352,1,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009239,CUST_001264,NEW,51,4,0,1.0,611.46,1509.78,CARD,Financial Services,TRIAL,SUCCESS,,0,2026-09-01T12:20:13.960352,12,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001057,CUST_001158,NEW,45,4,1,0.8,14972.29,3544.56,CARD,Healthcare,ACTIVE,SUCCESS,,0,2025-12-03T12:05:13.960352,12,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003155,CUST_000612,STANDARD,261,26,8,0.7647,34859.74,1223.57,EMANDATE,Healthcare,PAST_DUE,SUCCESS,,0,2026-03-20T00:27:13.960352,0,4,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00003788,CUST_000761,STANDARD,111,13,0,1.0,14788.66,1437.25,NETBANKING,SaaS,PAST_DUE,SUCCESS,,0,2026-08-13T21:44:13.960352,21,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00009190,CUST_000723,HIGH_VALUE,282,94,5,0.9495,375036.14,19748.0,NETBANKING,SaaS,CANCELLED,SUCCESS,,0,2026-06-01T14:15:13.960352,14,0,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00007826,CUST_000136,HIGH_VALUE,1125,126,12,0.913,428007.01,12380.46,CARD,Travel,ACTIVE,SUCCESS,,0,2025-10-20T02:45:13.960352,2,0,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00007540,CUST_002177,STANDARD,533,20,5,0.8,17164.68,2626.78,CARD,Ecommerce,ACTIVE,SUCCESS,,0,2026-04-09T17:46:13.960352,17,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007232,CUST_001641,STANDARD,315,28,2,0.9333,42012.72,21416.68,NETBANKING,Travel,ACTIVE,SUCCESS,,0,2025-11-12T09:00:13.960352,9,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00000765,CUST_001466,STANDARD,645,12,2,0.8571,26128.57,12170.1,UPI,Education,ACTIVE,SUCCESS,,0,2025-09-11T06:39:13.960352,6,3,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00005020,CUST_000249,STANDARD,139,10,6,0.625,16376.68,5530.62,UPI,Financial Services,ACTIVE,SUCCESS,,0,2026-05-02T12:43:13.960352,12,5,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004904,CUST_000734,STANDARD,275,29,8,0.7838,5626.14,2460.37,UPI,Entertainment,ACTIVE,SUCCESS,,0,2026-04-27T20:58:13.960352,20,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00008094,CUST_001761,LOYAL,393,25,3,0.8929,113323.56,2177.54,EMANDATE,SaaS,ACTIVE,SUCCESS,,0,2026-04-10T15:15:13.960352,15,4,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00006844,CUST_002316,LOYAL,806,21,10,0.6774,81164.73,1490.06,UPI,SaaS,PAST_DUE,SUCCESS,,0,2026-08-26T01:55:13.960352,1,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00002166,CUST_000409,NEW,12,0,0,0.0,8198.28,1254.07,CARD,Financial Services,TRIAL,SUCCESS,,0,2025-10-01T04:52:13.960352,4,2,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00001863,CUST_000541,LOYAL,983,40,4,0.9091,36667.5,8376.31,CARD,Travel,ACTIVE,SUCCESS,,0,2026-04-07T05:17:13.960352,5,1,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00007851,CUST_000974,LOYAL,1619,52,5,0.9123,147516.39,29808.5,UPI,Financial Services,PAST_DUE,SUCCESS,,0,2025-10-23T19:23:13.960352,19,3,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00009124,CUST_002359,STANDARD,672,24,7,0.7742,33869.53,3695.29,UPI,Healthcare,CANCELLED,FAILED,BANK_DECLINE,1,2026-08-17T17:07:13.960352,17,0,0.2668,0,CUSTOMER_NOTIFICATION,985.99,0.0,0,0,BANK_051
TXN_00002341,CUST_001953,HIGH_VALUE,1720,34,6,0.85,443461.22,7583.8,CARD,Education,TRIAL,SUCCESS,,0,2026-01-14T12:12:13.960352,12,2,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00005528,CUST_000660,HIGH_VALUE,1512,61,10,0.8592,292168.48,3691.16,NETBANKING,SaaS,ACTIVE,SUCCESS,,0,2025-09-17T17:57:13.960352,17,2,0.0,0,NONE,0.0,0.0,1,0,SUCCESS
TXN_00006744,CUST_000463,NEW,18,1,0,1.0,12414.74,759.69,WALLET,Ecommerce,ACTIVE,SUCCESS,,0,2025-10-20T17:04:13.960352,17,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
TXN_00004004,CUST_002182,STANDARD,474,23,6,0.7931,48964.17,5980.51,CARD,Financial Services,ACTIVE,SUCCESS,,0,2026-07-06T09:26:13.960352,9,0,0.0,0,NONE,0.0,0.0,0,0,SUCCESS
